,Unnamed: 0,school_id,prob_fail,prob_pass,heading
0,0,106679,50.294715881347656,49.70529174804688,50.
1,1,109330,57.86349868774414,42.136497497558594,140
2,2,105570,15.941609382629395,84.05839538574219,140
3,3,109103,34.447513580322266,65.552490234375,140
4,4,105620,45.39984893798828,54.60015487670898,140
5,5,104513,35.84681701660156,64.15317535400389,330
6,6,107856,51.33611679077149,48.66387939453125,230
7,7,109710,52.36132049560547,47.6386833190918,230
8,8,109740,33.497039794921875,66.50296783447266,330
9,9,105794,15.874898910522461,84.12510681152344,140
10,10,109420,39.25238800048828,60.74761581420898,230
11,11,107991,53.49185562133789,46.50813674926758,230
12,12,108004,41.23356246948242,58.76643753051758,50.
13,13,109408,52.4271354675293,47.57286834716797,330
14,14,105537,25.301044464111328,74.6989517211914,140
15,15,106397,40.344993591308594,59.655006408691406,230
16,16,136468,72.10893249511719,27.89106369018555,230
17,17,107267,37.87096786499024,62.1290283203125,50.
18,18,136515,57.81058120727539,42.189414978027344,230
19,19,109851,44.53023147583008,55.46976852416992,330
20,20,108864,42.69934844970703,57.30064392089844,50.
21,21,106802,39.6441764831543,60.3558235168457,330
22,22,109716,46.87453842163086,53.12545776367188,50.
23,23,106963,21.90008544921875,78.09991455078125,50.
24,24,106774,42.16510391235352,57.83489227294922,330
25,25,106773,38.400821685791016,61.59917831420898,230
26,26,109687,38.74476623535156,61.25523376464844,140
27,27,108651,21.629711151123047,78.37028503417969,140
28,28,107089,30.75863647460937,69.24136352539061,140
29,29,105033,26.17973327636719,73.82027435302734,50.
30,30,108952,36.98716735839844,63.01283264160156,50.
31,31,105838,38.360206604003906,61.63979721069336,330
32,32,106566,37.71198272705078,62.28802108764648,230
33,33,107895,31.449153900146484,68.55084228515625,50.
34,34,107542,43.240272521972656,56.75971984863281,140
35,35,108006,21.49664688110352,78.50334930419922,140
36,36,107523,28.170433044433594,71.82957458496094,230
37,37,106683,37.123348236083984,62.87665557861328,330
38,38,104640,45.76644134521485,54.233558654785156,330
39,39,107374,23.48345375061035,76.51654815673828,330
40,40,136634,49.412940979003906,50.58706283569336,140
41,41,105209,11.817413330078125,88.18257904052734,140
42,42,159017,31.21138000488281,68.78862762451172,140
43,43,104593,40.04072952270508,59.95927429199219,140
44,44,106788,17.30130386352539,82.69869232177734,230
45,45,107469,42.53884506225586,57.46115493774414,50.
46,46,105497,26.145570755004886,73.85443115234375,140
47,47,106352,11.711194038391113,88.28880310058594,330
48,48,107038,39.910728454589844,60.089271545410156,140
49,49,158514,35.030723571777344,64.96927642822266,330
50,50,105496,22.283153533935547,77.71684265136719,330
51,51,136728,42.56948471069336,57.43051147460938,230
52,52,107049,26.71357345581055,73.28643035888672,50.
53,53,106537,20.551488876342773,79.44851684570312,50.
54,54,107846,40.14480590820313,59.85519409179688,230
55,55,105942,41.06391525268555,58.93608856201172,50.
56,56,104815,23.19435691833496,76.80564880371094,140
57,57,106615,29.10972785949707,70.89027404785156,140
58,58,105272,46.14067840576172,53.85931777954102,140
59,59,106239,37.09786987304688,62.90213012695313,330
60,60,106105,57.09637451171875,42.903621673583984,50.
61,61,109472,52.27864837646485,47.72134780883789,230
62,62,136525,59.75442504882813,40.24557495117188,140
63,63,136863,39.126407623291016,60.87359619140625,50.
64,64,107522,18.940725326538086,81.05928039550781,140
65,65,136722,56.22010803222656,43.77989196777344,230
66,66,106239,28.60097312927246,71.39903259277344,140
67,67,106897,20.941164016723636,79.05884552001953,50.
68,68,104416,40.27684783935547,59.7231559753418,140
69,69,109192,39.54433059692383,60.45566177368164,140
70,70,106177,29.35591125488281,70.64408874511719,230
71,71,106550,22.514175415039066,77.48583221435547,50.
72,72,107149,43.35701370239258,56.64297866821289,230
73,73,107859,51.5050163269043,48.4949836730957,140
74,74,106131,25.947866439819336,74.05213928222656,230
75,75,107622,46.49931716918945,53.50068283081055,230
76,76,105446,40.20018005371094,59.79981231689453,230
77,77,105486,12.298758506774902,87.70124053955078,230
78,78,108050,44.57478332519531,55.42522048950195,140
79,79,105939,33.239601135253906,66.76039886474611,50.
80,80,104645,25.99150466918945,74.00849151611328,140
81,81,105778,40.47145080566406,59.52854919433594,230
82,82,159504,34.31707763671875,65.68292236328125,50.
83,83,106629,16.296272277832028,83.70372009277344,330
84,84,104598,22.051082611083984,77.94891357421875,140
85,85,104519,23.838756561279297,76.16123962402344,230
86,86,105213,35.20021057128906,64.79978942871094,230
87,87,109706,43.68313980102539,56.31686019897461,50.
88,88,136633,35.57815170288086,64.42185211181639,140
89,89,108178,42.02939987182617,57.97059631347656,50.
90,90,108638,44.62852478027344,55.37146759033203,50.
91,91,108178,33.22387313842773,66.776123046875,140
92,92,107735,35.42365264892578,64.57635498046875,230
93,93,108159,42.2254638671875,57.77454376220703,50.
94,94,104924,47.12348175048828,52.87651824951172,140
95,95,104799,27.75795745849609,72.24205017089844,230
96,96,109393,37.76967239379883,62.230323791503906,140
97,97,104822,53.099388122558594,46.90061950683594,330
98,98,106588,15.401721000671387,84.59828186035156,330
99,99,136432,59.972877502441406,40.027122497558594,50.
100,100,108040,44.78309631347656,55.21690368652344,230
101,101,109841,53.209327697753906,46.79067611694336,230
102,102,104735,20.893903732299805,79.10609436035156,230
103,103,109422,46.29867553710938,53.7013168334961,140
104,104,106583,23.191150665283203,76.80885314941406,140
105,105,106228,41.491607666015625,58.50838851928711,140
106,106,106822,39.38893508911133,60.61105728149414,330
107,107,107114,43.9309196472168,56.06907653808594,230
108,108,107473,29.32138442993164,70.67861938476562,230
109,109,104677,26.055234909057614,73.94476318359375,230
110,110,109174,40.35895538330078,59.64105224609375,140
111,111,104744,24.095346450805664,75.9046630859375,330
112,112,109108,35.8971061706543,64.10289764404297,330
113,113,107954,26.11627960205078,73.88372039794922,330
114,114,105050,20.61722183227539,79.38278198242188,50.
115,115,106849,18.816608428955078,81.18338775634766,140
116,116,106574,34.350936889648445,65.64906311035156,140
117,117,105883,42.61476135253906,57.38523483276367,230
118,118,106315,46.46797561645508,53.53202819824219,140
119,119,106347,20.489316940307614,79.51068878173828,330
120,120,107839,26.29775428771973,73.7022476196289,140
121,121,105362,35.176292419433594,64.82370758056639,140
122,122,164531,43.34385681152344,56.65614700317383,330
123,123,107072,24.57717323303223,75.42282104492188,140
124,124,106555,14.769845962524414,85.23016357421875,330
125,125,106234,23.82894515991211,76.17105865478516,230
126,126,105299,40.04509735107422,59.95489883422852,330
127,127,107904,14.996931076049805,85.0030746459961,140
128,128,107118,24.081602096557614,75.91840362548828,140
129,129,105620,38.46527862548828,61.53472518920898,230
130,130,109447,38.8691291809082,61.1308708190918,330
131,131,108125,36.57528305053711,63.42471313476562,230
132,132,108895,21.539644241333008,78.46035766601562,140
133,133,106830,30.17556381225586,69.82444000244139,230
134,134,109051,30.22971534729004,69.77027893066406,50.
135,135,106653,31.45834541320801,68.54165649414061,140
136,136,106916,32.593582153320305,67.40642547607422,230
137,137,107788,35.15753936767578,64.84245300292969,330
138,138,107239,34.06043243408203,65.93955993652344,140
139,139,109163,39.90708923339844,60.09291458129883,50.
140,140,107762,32.245140075683594,67.75485229492189,140
141,141,106656,21.892541885375977,78.10746002197266,140
142,142,106470,16.615386962890625,83.38461303710938,330
143,143,104749,40.08035659790039,59.91964340209961,230
144,144,105909,38.442195892333984,61.55780410766602,230
145,145,109831,37.755332946777344,62.244667053222656,50.
146,146,104490,34.64004135131836,65.35995483398439,50.
147,147,136766,65.43926239013672,34.56073760986328,50.
148,148,136503,62.324928283691406,37.67507553100586,140
149,149,105931,34.72455596923828,65.27543640136719,330
150,150,136596,37.13090133666992,62.86909484863281,330
151,151,136671,28.93869209289551,71.06130981445312,140
152,152,108438,22.36223793029785,77.63776397705078,50.
153,153,108780,35.427650451660156,64.57234954833984,230
154,154,108264,56.34848403930664,43.65151596069336,140
155,155,108069,32.11328887939453,67.88671112060547,330
156,156,109285,41.47523880004883,58.52476501464844,140
157,157,104703,35.35765838623047,64.64234161376953,330
158,158,107985,32.633739471435554,67.36625671386719,140
159,159,106720,21.065460205078125,78.93453979492188,230
160,160,106029,9.652592658996582,90.347412109375,50.
161,161,104978,33.611019134521484,66.38897705078125,330
162,162,109087,41.56100082397461,58.43899917602539,230
163,163,106885,25.250253677368164,74.74974822998047,230
164,164,104480,20.15180015563965,79.84819030761719,50.
165,165,105668,30.713144302368164,69.28684997558594,50.
166,166,106654,19.094688415527344,80.90531158447266,50.
167,167,136554,45.540489196777344,54.45950698852539,230
168,168,105598,32.64908981323242,67.35091400146484,230
169,169,108500,22.160919189453125,77.83908081054688,330
170,170,104594,22.177127838134766,77.82286834716797,230
171,171,108265,42.959075927734375,57.04092407226562,330
172,172,136661,64.24414825439453,35.75585556030273,140
173,173,105310,26.140722274780273,73.8592758178711,230
174,174,105607,35.49976348876953,64.50023651123047,230
175,175,136740,69.98057556152344,30.019426345825195,230
176,176,164018,46.96522521972656,53.03477478027344,140
177,177,105691,20.7603702545166,79.2396240234375,230
178,178,136592,61.488853454589844,38.51114273071289,50.
179,179,104477,35.70866012573242,64.29134368896484,330
180,180,106546,26.62189102172852,73.37811279296875,330
181,181,107527,47.7562141418457,52.24379348754883,330
182,182,108255,34.19993209838867,65.80007934570311,50.
183,183,107361,16.877695083618164,83.12229919433594,140
184,184,108050,35.3665657043457,64.63343811035156,330
185,185,106966,11.046708106994627,88.95330047607422,50.
186,186,108210,47.08013916015625,52.91985702514648,230
