,school_id,prob_fail,prob_pass
0,106679,50.294715881347656,49.705291748046875
1,109330,57.86349868774414,42.136497497558594
2,105570,15.941609382629395,84.05839538574219
3,109103,34.447513580322266,65.552490234375
4,105620,45.39984893798828,54.600154876708984
5,104513,35.84681701660156,64.1531753540039
6,107856,51.336116790771484,48.66387939453125
7,109710,52.36132049560547,47.6386833190918
8,109740,33.497039794921875,66.50296783447266
9,105794,15.874898910522461,84.12510681152344
10,109420,39.25238800048828,60.747615814208984
11,107991,53.49185562133789,46.50813674926758
12,108004,41.23356246948242,58.76643753051758
13,109408,52.4271354675293,47.57286834716797
14,105537,25.301044464111328,74.6989517211914
15,106397,40.344993591308594,59.655006408691406
16,136468,72.10893249511719,27.891063690185547
17,107267,37.870967864990234,62.1290283203125
18,136515,57.81058120727539,42.189414978027344
19,109851,44.53023147583008,55.46976852416992
20,108864,42.69934844970703,57.30064392089844
21,106802,39.6441764831543,60.3558235168457
22,109716,46.87453842163086,53.125457763671875
23,106963,21.90008544921875,78.09991455078125
24,106774,42.165103912353516,57.83489227294922
25,106773,38.400821685791016,61.599178314208984
26,109687,38.74476623535156,61.25523376464844
27,108651,21.629711151123047,78.37028503417969
28,107089,30.758636474609375,69.24136352539062
29,105033,26.179733276367188,73.82027435302734
30,108952,36.98716735839844,63.01283264160156
31,105838,38.360206604003906,61.63979721069336
32,106566,37.71198272705078,62.288021087646484
33,107895,31.449153900146484,68.55084228515625
34,107542,43.240272521972656,56.75971984863281
35,108006,21.496646881103516,78.50334930419922
36,107523,28.170433044433594,71.82957458496094
37,106683,37.123348236083984,62.87665557861328
38,104640,45.766441345214844,54.233558654785156
39,107374,23.48345375061035,76.51654815673828
40,136634,49.412940979003906,50.58706283569336
41,105209,11.817413330078125,88.18257904052734
42,159017,31.211380004882812,68.78862762451172
43,104593,40.04072952270508,59.95927429199219
44,106788,17.30130386352539,82.69869232177734
45,107469,42.53884506225586,57.46115493774414
46,105497,26.145570755004883,73.85443115234375
47,106352,11.711194038391113,88.28880310058594
48,107038,39.910728454589844,60.089271545410156
49,158514,35.030723571777344,64.96927642822266
50,105496,22.283153533935547,77.71684265136719
51,136728,42.56948471069336,57.430511474609375
52,107049,26.713573455810547,73.28643035888672
53,106537,20.551488876342773,79.44851684570312
54,107846,40.144805908203125,59.855194091796875
55,105942,41.06391525268555,58.93608856201172
